Agency,SKU,YearMonth,Volume,Avg_Max_Temp,Price,Sales,Promotions,Industry_Volume,Soda_Volume,Easter Day,Good Friday,New Year,Christmas,Labor Day,Independence Day,Revolution Day Memorial,Regional Games ,FIFA U-17 World Cup,Football Gold Cup,Beer Capital,Music Fest,Avg_Population_2017,Avg_Yearly_Household_Income_2017
Agency_36,SKU_04,201601,0.0,21.82941176,0.0,0.0,0.0,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,13110,94238
Agency_39,SKU_05,201601,7308.0513,20.73839662,1535.478642,1274.796723,260.681919,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1448423,131411
Agency_35,SKU_03,201601,1.0998,21.82941176,1473.970949,1437.827333,36.143616,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,14138,93105
Agency_47,SKU_04,201601,57.3183,30.24561404,2083.554925,1746.320953,337.233972,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,32183,128574
Agency_43,SKU_01,201601,281.988,20.7984,1475.972445,1274.041298,201.931147,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,184082,106262
Agency_32,SKU_14,201601,2.5134,21.04,2549.674296,2341.25,208.424296,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1199179,126063
Agency_43,SKU_02,201601,270.108,20.7984,1463.486898,1270.007041,193.479857,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,184082,106262
Agency_43,SKU_05,201601,391.3236,20.7984,1632.220851,1233.032343,399.188508,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,184082,106262
Agency_38,SKU_21,201601,0.0,20.73839662,0.0,0.0,0.0,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1515841,173884
Agency_17,SKU_03,201601,9.8982,20.73839662,1501.835107,1398.102155,103.732952,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,147910,123013
Agency_38,SKU_01,201601,7906.572,20.73839662,1413.08429,1035.100685,377.983605,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1515841,173884
Agency_38,SKU_07,201601,61.95,20.73839662,1365.944055,1363.504468,2.439587,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1515841,173884
Agency_43,SKU_04,201601,277.2621,20.7984,2189.349381,1671.013237,518.336144,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,184082,106262
Agency_36,SKU_03,201601,5.8374,21.82941176,1465.750463,1410.405874,55.344589,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,13110,94238
Agency_39,SKU_04,201601,1990.6767,20.73839662,2089.622539,1763.283551,326.338988,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1448423,131411
Agency_34,SKU_03,201601,3.8916,25.28,1486.668594,1426.108349,60.560245,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,12271,97222
Agency_38,SKU_02,201601,3324.564,20.73839662,1398.450854,1240.992999,157.457855,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1515841,173884
Agency_47,SKU_03,201601,218.9448,30.24561404,1572.197489,1315.543405,256.654084,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,32183,128574
Agency_38,SKU_05,201601,2918.952,20.73839662,1539.487697,1181.460215,358.027482,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1515841,173884
Agency_32,SKU_01,201601,1406.268,21.04,1368.570269,1359.813659,8.75661,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1199179,126063
Agency_52,SKU_01,201601,124.092,29.1195122,1459.728906,969.6312504,490.0976556,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,149811,131764
Agency_37,SKU_18,201601,1.6074,26.055,0.0,0.0,0.0,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,32769,96761
Agency_32,SKU_02,201601,2075.112,21.04,1378.257108,1368.037989,10.219119,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1199179,126063
Agency_28,SKU_01,201601,11.448,28.91764706,1414.090278,939.409722,474.680556,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,68666,133669
Agency_52,SKU_02,201601,947.376,29.1195122,1457.959739,1225.522484,232.437255,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,149811,131764
Agency_32,SKU_05,201601,3061.7046,21.04,1486.017769,1444.019051,41.998718,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1199179,126063
Agency_43,SKU_03,201601,188.235,20.7984,1545.757638,1153.495948,392.26169,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,184082,106262
Agency_52,SKU_05,201601,726.9264,29.1195122,1538.877964,1408.67437,130.203594,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,149811,131764
Agency_28,SKU_02,201601,19.764,28.91764706,1412.603261,1390.203805,22.399456,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,68666,133669
Agency_47,SKU_17,201601,0.0,30.24561404,0.0,0.0,0.0,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,32183,128574
Agency_39,SKU_03,201601,107.6958,20.73839662,1487.967352,1349.762281,138.205071,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1448423,131411
Agency_28,SKU_05,201601,0.639,28.91764706,1926.401408,1583.714789,342.686619,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,68666,133669
Agency_37,SKU_04,201601,0.0,26.055,0.0,0.0,0.0,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,32769,96761
Agency_38,SKU_04,201601,1061.6346,20.73839662,2121.723769,1938.97778,182.745989,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1515841,173884
Agency_53,SKU_04,201601,1855.0809,22.84175824,2114.559842,1766.933783,347.626059,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1729177,111048
Agency_52,SKU_04,201601,168.7599,29.1195122,2132.810554,1471.711082,661.099472,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,149811,131764
Agency_49,SKU_34,201601,56.1975,23.1009901,0.0,0.0,0.0,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1880416,154532
Agency_32,SKU_04,201601,1677.2472,21.04,2078.944533,1847.999497,230.945036,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1199179,126063
Agency_49,SKU_23,201601,0.0,23.1009901,0.0,0.0,0.0,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1880416,154532
Agency_49,SKU_04,201601,2218.0968,23.1009901,2022.936049,1524.52914,498.406909,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1880416,154532
Agency_13,SKU_01,201601,5471.604,20.73839662,1430.544176,1204.570722,225.973454,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1520066,110666
Agency_28,SKU_06,201601,515.808,28.91764706,1418.439884,820.0041789,598.4357051,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,68666,133669
Agency_13,SKU_07,201601,14.16,20.73839662,1496.561758,1398.328284,98.233474,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1520066,110666
Agency_35,SKU_04,201601,0.0,21.82941176,0.0,0.0,0.0,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,14138,93105
Agency_49,SKU_01,201601,1879.416,23.1009901,1463.639876,1433.795733,29.844143,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1880416,154532
Agency_13,SKU_02,201601,3817.368,20.73839662,1427.092806,1254.427721,172.665085,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1520066,110666
Agency_28,SKU_04,201601,29.9691,28.91764706,2230.901679,1724.788057,506.113622,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,68666,133669
Agency_01,SKU_01,201601,55.836,16.73103448,1479.24208,1269.684057,209.558023,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,153733,120207
Agency_52,SKU_03,201601,16.5816,29.1195122,1498.252415,1462.423876,35.828539,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,149811,131764
Agency_38,SKU_03,201601,1322.298,20.73839662,1479.593974,1405.787132,73.806842,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1515841,173884
Agency_13,SKU_05,201601,1122.4035,20.73839662,1494.283453,1288.906366,205.377087,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1520066,110666
Agency_49,SKU_07,201601,4.425,23.1009901,0.0,0.0,0.0,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1880416,154532
Agency_35,SKU_32,201601,0.0,21.82941176,0.0,0.0,0.0,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,14138,93105
Agency_53,SKU_02,201601,5162.292,22.84175824,1431.325755,1351.354353,79.971402,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1729177,111048
Agency_53,SKU_03,201601,154.9872,22.84175824,1603.252729,1553.468221,49.784508,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1729177,111048
Agency_01,SKU_02,201601,26.676,16.73103448,1480.881945,1233.64633,247.235615,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,153733,120207
Agency_32,SKU_03,201601,666.3096,21.04,1567.198049,1538.853564,28.344485,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1199179,126063
Agency_53,SKU_05,201601,6057.2088,22.84175824,1520.414789,1355.959377,164.455412,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1729177,111048
Agency_01,SKU_05,201601,17.253,16.73103448,1755.827317,1645.352113,110.475204,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,153733,120207
Agency_49,SKU_02,201601,2741.148,23.1009901,1461.991394,1433.970467,28.020927,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1880416,154532
Agency_53,SKU_24,201601,0.0,22.84175824,0.0,0.0,0.0,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1729177,111048
Agency_49,SKU_05,201601,2573.9559,23.1009901,1536.276612,1327.96696,208.309652,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1880416,154532
Agency_53,SKU_01,201601,2730.348,22.84175824,1425.874611,1365.370849,60.503762,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1729177,111048
Agency_49,SKU_03,201601,8034.462,23.1009901,1587.314779,1126.621564,460.693215,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1880416,154532
Agency_15,SKU_01,201601,877.932,20.73839662,1485.412654,860.6283299,624.7843241,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,200260,104564
Agency_53,SKU_07,201601,22.125,22.84175824,1315.472648,1280.680012,34.792636,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1729177,111048
Agency_38,SKU_14,201601,5.0694,20.73839662,2547.738194,2078.491093,469.247101,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1515841,173884
Agency_48,SKU_01,201601,2632.716,23.1009901,1415.562251,1317.786865,97.775386,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1739969,210213
Agency_16,SKU_01,201601,6458.616,20.73839662,1423.100444,1260.436469,162.663975,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1232242,246911
Agency_15,SKU_02,201601,307.044,20.73839662,1459.391996,1219.932017,239.459979,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,200260,104564
Agency_16,SKU_07,201601,9.735,20.73839662,1495.714715,1420.940524,74.774191,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1232242,246911
Agency_28,SKU_08,201601,9.2016,28.91764706,1602.868252,1416.47814,186.390112,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,68666,133669
Agency_15,SKU_05,201601,159.3027,20.73839662,1519.49993,1422.935419,96.564511,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,200260,104564
Agency_13,SKU_04,201601,898.5618,20.73839662,2106.560484,1871.142186,235.418298,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1520066,110666
Agency_28,SKU_03,201601,122.4162,28.91764706,1652.699422,978.3221706,674.3772514,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,68666,133669
Agency_01,SKU_11,201601,15.336,16.73103448,1802.311619,1577.985035,224.326584,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,153733,120207
Agency_16,SKU_02,201601,3614.976,20.73839662,1424.116185,1267.946333,156.169852,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1232242,246911
Agency_53,SKU_15,201601,0.0,22.84175824,0.0,0.0,0.0,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1729177,111048
Agency_58,SKU_17,201601,0.0,20.73839662,0.0,0.0,0.0,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1620969,105857
Agency_31,SKU_01,201601,196.668,28.71515152,1396.464546,1261.438495,135.026051,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,181063,102731
Agency_48,SKU_02,201601,524.124,23.1009901,1348.784632,1304.589074,44.195558,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1739969,210213
Agency_46,SKU_01,201601,3567.24,23.1009901,1435.791986,1205.018067,230.773919,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1709754,212229
Agency_59,SKU_05,201601,1330.4619,20.73839662,1545.585789,1422.963779,122.62201,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1219986,218902
Agency_16,SKU_05,201601,1175.9517,20.73839662,1519.200994,1320.916557,198.284437,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1232242,246911
Agency_48,SKU_05,201601,1560.6297,23.1009901,1534.603369,1382.914068,151.689301,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1739969,210213
Agency_01,SKU_04,201601,98.2782,16.73103448,2197.237083,1235.092539,962.144544,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,153733,120207
Agency_09,SKU_01,201601,2251.368,30.24561404,1484.467122,1286.469203,197.997919,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1646094,213511
Agency_31,SKU_02,201601,19.764,28.71515152,1429.041667,1335.645491,93.396176,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,181063,102731
Agency_31,SKU_05,201601,29.7774,28.71515152,1662.724681,1492.565393,170.159288,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,181063,102731
Agency_46,SKU_02,201601,3962.304,23.1009901,1437.450073,1196.360045,241.090028,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1709754,212229
Agency_33,SKU_04,201601,4.2813,25.95714286,2137.094807,1978.256254,158.838553,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,39719,91375
Agency_09,SKU_02,201601,1037.664,30.24561404,1481.746193,1236.964479,244.781714,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1646094,213511
Agency_07,SKU_03,201601,242.2098,25.63478261,1582.806533,1485.327404,97.479129,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1868030,175785
Agency_46,SKU_05,201601,3807.9288,23.1009901,1526.233683,1341.899362,184.334321,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1709754,212229
Agency_15,SKU_04,201601,162.5616,20.73839662,2102.389516,1802.601906,299.78761,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,200260,104564
Agency_09,SKU_05,201601,1018.4382,30.24561404,1529.496197,1359.829616,169.666581,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1646094,213511
Agency_31,SKU_04,201601,752.9976,28.71515152,2184.57465,1688.858377,495.716273,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,181063,102731
Agency_13,SKU_03,201601,145.0044,20.73839662,1502.017604,1376.597208,125.420396,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1520066,110666
Agency_54,SKU_01,201601,53.892,21.04,1453.69823,1449.43294,4.26529,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,48332,122313
Agency_16,SKU_20,201601,11.1186,20.73839662,1875.787397,1768.297717,107.48968,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1232242,246911
Agency_08,SKU_01,201601,168.696,24.4057971,1472.912757,1384.953085,87.959672,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,71662,123610
Agency_12,SKU_04,201601,1235.7621,20.73839662,2087.432361,1781.255102,306.177259,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1596955,205376
Agency_16,SKU_04,201601,964.7622,20.73839662,2101.571139,1856.803798,244.767341,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1232242,246911
Agency_54,SKU_02,201601,34.452,21.04,1449.669521,1421.839897,27.829624,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,48332,122313
Agency_54,SKU_05,201601,73.3572,21.04,1532.123481,1336.854492,195.268989,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,48332,122313
Agency_01,SKU_03,201601,20.8962,16.73103448,1562.005986,1369.848609,192.157377,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,153733,120207
Agency_48,SKU_04,201601,2405.0682,23.1009901,2098.641119,1585.086388,513.554731,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1739969,210213
Agency_09,SKU_04,201601,1225.3464,30.24561404,2134.108821,1747.290392,386.818429,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1646094,213511
Agency_46,SKU_04,201601,4625.2737,23.1009901,2103.071567,1822.472875,280.598692,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1709754,212229
Agency_08,SKU_02,201601,1.296,24.4057971,1475.84375,1372.9375,102.90625,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,71662,123610
Agency_48,SKU_23,201601,0.0,23.1009901,0.0,0.0,0.0,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1739969,210213
Agency_59,SKU_04,201601,1173.843,20.73839662,2082.13793,1694.75802,387.37991,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1219986,218902
Agency_08,SKU_05,201601,6.1983,24.4057971,1519.523741,1403.055394,116.468347,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,71662,123610
Agency_18,SKU_01,201601,0.0,29.1195122,0.0,0.0,0.0,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,60189,135477
Agency_54,SKU_04,201601,56.2959,21.04,2114.31392,1883.810171,230.503749,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,48332,122313
Agency_33,SKU_03,201601,1.9458,25.95714286,1450.611702,1429.946808,20.664894,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,39719,91375
Agency_15,SKU_03,201601,43.3998,20.73839662,1507.040251,1403.83632,103.203931,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,200260,104564
Agency_31,SKU_08,201601,0.639,28.71515152,1690.235915,1423.859155,266.37676,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,181063,102731
Agency_48,SKU_17,201601,0.0,23.1009901,0.0,0.0,0.0,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1739969,210213
Agency_33,SKU_18,201601,4.9914,25.95714286,1475.574287,1427.565362,48.008925,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,39719,91375
Agency_31,SKU_03,201601,532.7262,28.71515152,1526.822127,1220.109871,306.712256,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,181063,102731
Agency_59,SKU_01,201601,5721.732,20.73839662,1431.295668,1300.303762,130.991906,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1219986,218902
Agency_60,SKU_01,201601,9617.832,20.73839662,1439.491662,1127.066794,312.424868,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,2180611,211936
Agency_08,SKU_04,201601,189.2079,24.4057971,2089.171126,1827.649514,261.521612,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,71662,123610
Agency_18,SKU_02,201601,70.632,29.1195122,1443.9375,1307.5625,136.375,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,60189,135477
Agency_48,SKU_28,201601,0.0,23.1009901,0.0,0.0,0.0,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1739969,210213
Agency_13,SKU_20,201601,19.45755,20.73839662,1852.37147,1735.91133,116.46014,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1520066,110666
Agency_09,SKU_27,201601,0.0,30.24561404,0.0,0.0,0.0,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1646094,213511
Agency_59,SKU_07,201601,11.505,20.73839662,1527.789051,1417.912475,109.876576,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1219986,218902
Agency_60,SKU_07,201601,65.49,20.73839662,1416.338204,1334.869652,81.468552,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,2180611,211936
Agency_18,SKU_05,201601,400.2057,29.1195122,1513.748053,1361.531732,152.216321,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,60189,135477
Agency_16,SKU_03,201601,67.9338,20.73839662,1495.491078,1389.668365,105.822713,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1232242,246911
Agency_58,SKU_23,201601,2.43,20.73839662,4242.225,157.1194445,4085.105556,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1620969,105857
Agency_12,SKU_03,201601,778.4046,20.73839662,1508.961606,1274.046377,234.915229,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1596955,205376
Agency_48,SKU_03,201601,7565.1858,23.1009901,1588.351084,1337.749831,250.601253,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1739969,210213
Agency_59,SKU_02,201601,3371.976,20.73839662,1432.254006,1313.820068,118.433938,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1219986,218902
Agency_07,SKU_21,201601,0.0,25.63478261,0.0,0.0,0.0,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1868030,175785
Agency_60,SKU_02,201601,4109.724,20.73839662,1439.652982,1193.345182,246.3078,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,2180611,211936
Agency_54,SKU_03,201601,126.1386,21.04,1604.34704,1573.309859,31.037181,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,48332,122313
Agency_29,SKU_01,201601,6.372,27.32666667,1405.787946,1165.126116,240.66183,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,28329,93614
Agency_60,SKU_05,201601,1454.8752,20.73839662,1549.441711,1422.947345,126.494366,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,2180611,211936
Agency_46,SKU_03,201601,1867.2912,23.1009901,1564.582281,1446.069206,118.513075,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1709754,212229
Agency_09,SKU_03,201601,4355.8848,30.24561404,1598.698497,1321.19687,277.501627,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1646094,213511
Agency_08,SKU_03,201601,6.768,24.4057971,1585.602726,1481.765625,103.837101,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,71662,123610
Agency_18,SKU_04,201601,169.974,29.1195122,2073.274648,1737.575744,335.698904,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,60189,135477
Agency_29,SKU_02,201601,1.62,27.32666667,1431.125,1259.375,171.75,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,28329,93614
Agency_44,SKU_01,201601,0.0,20.7984,0.0,0.0,0.0,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,31613,121781
Agency_29,SKU_05,201601,17.892,27.32666667,1864.278169,1803.488934,60.789235,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,28329,93614
Agency_30,SKU_08,201601,83.4534,26.27424242,1672.039854,1538.863533,133.176321,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1094349,247220
Agency_44,SKU_02,201601,0.0,20.7984,0.0,0.0,0.0,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,31613,121781
Agency_54,SKU_14,201601,0.0426,21.04,2721.073944,2449.014085,272.059859,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,48332,122313
Agency_30,SKU_03,201601,9746.1738,26.27424242,1591.305394,1308.209061,283.096333,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1094349,247220
Agency_59,SKU_03,201601,480.8664,20.73839662,1500.643969,1391.062168,109.581801,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1219986,218902
Agency_60,SKU_03,201601,162.6012,20.73839662,1500.068926,1395.529938,104.538988,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,2180611,211936
Agency_44,SKU_05,201601,0.0,20.7984,0.0,0.0,0.0,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,31613,121781
Agency_54,SKU_15,201601,0.0,21.04,0.0,0.0,0.0,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,48332,122313
Agency_18,SKU_03,201601,23.0958,29.1195122,1489.787234,1341.899696,147.887538,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,60189,135477
Agency_44,SKU_04,201601,0.0,20.7984,0.0,0.0,0.0,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,31613,121781
Agency_46,SKU_17,201601,0.0,23.1009901,0.0,0.0,0.0,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1709754,212229
Agency_60,SKU_04,201601,1687.0878,20.73839662,2103.419456,1827.623966,275.79549,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,2180611,211936
Agency_12,SKU_01,201601,10680.444,20.73839662,1460.211797,963.2382831,496.9735139,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1596955,205376
Agency_29,SKU_06,201601,16.848,27.32666667,1431.125,775.0080128,656.1169872,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,28329,93614
Agency_12,SKU_07,201601,4.8675,20.73839662,1452.507088,1384.700616,67.806472,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1596955,205376
Agency_60,SKU_23,201601,3.33,20.73839662,3828.349391,2855.742073,972.607318,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,2180611,211936
Agency_09,SKU_21,201601,0.0,30.24561404,0.0,0.0,0.0,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1646094,213511
Agency_59,SKU_17,201601,0.0,20.73839662,0.0,0.0,0.0,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1219986,218902
Agency_44,SKU_03,201601,0.0,20.7984,0.0,0.0,0.0,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,31613,121781
Agency_12,SKU_02,201601,5951.016,20.73839662,1459.951394,1144.699242,315.252152,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1596955,205376
Agency_29,SKU_04,201601,38.0844,27.32666667,2220.833018,1810.336693,410.496325,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,28329,93614
Agency_48,SKU_07,201601,0.885,23.1009901,1486.540678,1486.540678,0.0,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1739969,210213
Agency_12,SKU_05,201601,1931.6331,20.73839662,1515.720042,1237.341063,278.378979,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,1596955,205376
Agency_11,SKU_03,201601,141.8742,25.63478261,1586.323427,1490.614593,95.708834,517389425,787479774,0,0,1,0,0,0,0,0,0,0,0,0,135561,100461
